gene_id	gene_name	d15_Tcm_REP1	d15_Tcm_REP2	d15_Tcm_REP3	d15_Tem_REP1	d15_Tem_REP3	d15_Tpm_REP1	d15_Tpm_REP2	d15_Tpm_REP3	d8_Tcm_REP1	d8_Tcm_REP2	d8_Tcm_REP3	d8_Tem_REP1	d8_Tem_REP2	d8_Tem_REP3	d8_Tpm_REP1	d8_Tpm_REP2	d8_Tpm_REP3	Naive_REP1	Naive_REP2
ENSMUSG00000001134	Uxt	180.823	158.817	189	226.589	162	139.001	167.831	144.523	238.172	212.74	270.286	236.155	294.199	185.029	262.337	237.215	209.392	209	231.757
ENSMUSG00000001138	Cnnm3	408.999	455	603	462.999	450.001	439	465	399.999	493	390	351.001	284	366.999	417.999	441	395.999	340	651.001	327
ENSMUSG00000001143	Lman2l	304	329.001	359.001	295	320	295.999	371	299	188.001	169	172	164	127	149	181	133	167.001	437.999	264
ENSMUSG00000001150	Mcm3ap	1547	1502	1931	1266	1430	1211	1491	1387	1825	1599	1198	1272	1509	1539	1977	1477	1362	1746	1449
ENSMUSG00000001151	Pcnt	1188	1426	2009	1394	1414	1466	1631	1422	1796	1641	1369	1099	1363	1310	2025	1488	1364	1526	1565
ENSMUSG00000001155	Ftcd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001156	Mxd1	1324	1081	1398	1054	1013	1333	1337	1283	1004	777	647	519	610	564	831	734	618	631	365
ENSMUSG00000001157	Gmcl1	603	617	636	744.001	664	526	582	601.999	590	528	527	585	660	609	667	565	572	721	524
ENSMUSG00000001158	Snrnp27	520	482	498	491	562	377	465	413	554	484	505.999	604	640	467	512	495	516	573	567
ENSMUSG00000001166	Oas1c	405.948	446.996	385.995	300.001	348.992	328	361	335.988	475	484	563	501.001	480	490	419.981	423	428	529	584.984
ENSMUSG00000001168	Oas1h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001173	Ocrl	198	205	176	189	200	171	186	179	206	155.001	132	161	161	141	168	165.001	136	401	408
ENSMUSG00000001175	Calm1	15212	13777	15203	16935	16032	12876	14544	12704	16735	15102	15008	18702.001	17833	14974	17698	16992.001	17349.999	10440.001	12427.999
ENSMUSG00000001211	Agpat3	2523	2628.999	3013.999	2789	2689	2493	2782.999	2489	4226	3517	3152.001	3417	4108	3679	4101.999	3544.999	3077.002	2324.999	2019
ENSMUSG00000001225	Slc26a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001227	Sema6b	10	14	19	84	65	34	30	16	37	20	19	54	41	35	50	60	38	12	4
ENSMUSG00000001228	Uhrf1	183.923	216.001	168.967	185.001	141.846	139	183	156.001	1378.941	895	572.001	381.921	449	374.926	1071.925	837	481.923	218.001	99
ENSMUSG00000001229	Dpp9	889	951	1281	862	916	951	942	795	1619	1128	1004	875	1114	1009	1404	1169	934	798	586
ENSMUSG00000001240	Ramp2	1	0	0	0	1	1	0	2.305	3	0	0	6.297	1	3	0	0	1	11.72	0
ENSMUSG00000001247	Lsr	82	61.999	80.001	15	18	57.001	59	54	124.001	105	109.999	7	9	12	66.001	43	48	14	3
ENSMUSG00000001248	Gramd1a	7574.001	8176.999	10394.001	9142	9402	8467.002	9335	9554	8360.001	8528.999	8041	6111.001	7328.999	7441.001	7994.001	7144.001	7702	16554	11570.999
ENSMUSG00000001249	Hpn	2	10	9	10	2	3	3	0	0	0	3	0	0	0	0	2	0	12	0
ENSMUSG00000001260	Gabrg1	0	1	1	0	0	4	0	0	3	1	6	2	0	2	0	2	1	4	0
ENSMUSG00000001270	Ckb	152	226	293	126	211	206	168	202	131	138	117	57	92	51	64	73	101	194	59
ENSMUSG00000001280	Sp1	3107	3181	3163	3652	3597	2313	2923	2516.001	2992	3074	2391	3059	3468	3452.999	3078	2520.999	2353.999	2590	3648
ENSMUSG00000001281	Itgb7	13815	14554	18086	12758	13507	14253	14305	13535	20438	18351	15686	12156	17403	14973	18715	18156	14549	10857	7738
ENSMUSG00000001285	Myg1	651.409	648.946	756.181	774.69	708.283	601.942	726.628	670.068	923.967	721.023	867.464	880.566	785.544	788.621	777.966	727.979	863.516	775.575	898.114
ENSMUSG00000001288	Rarg	615	608	817	542	522	548	583	501	402	356	326	290	312	280	274	256	156	1019	732
ENSMUSG00000001289	Pfdn5	5826.265	5058.017	4846.297	4986.968	4912.622	3486.7	4406.018	4047.542	3717.905	3542.832	4458.48	5767.96	5620.181	4836.507	3388.172	3575.646	3528.464	4363.26	5178.546
ENSMUSG00000001300	Efnb2	30	21	32	17	33	22	42	26	22	28	17	17	20	13	30	16	17	13	17
ENSMUSG00000001305	Rrp15	687	546	676	373	293	429	529	509	257	244	351	201	193	162	281	269	255	734	920
ENSMUSG00000001313	Rnd2	11	21	22	15	22	30	11	18	11	18	9	17	13	12	11	8	10	19	7
ENSMUSG00000001323	Srr	137.001	147	149	150	158	103.001	107	90	215	194.001	193.999	258	307	226	204	178.001	188	167	231
ENSMUSG00000001333	Sync	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	7	0
ENSMUSG00000001334	Fndc5	25	32	19	27	14	17	11	25	5	1	1	2	0	3	4	1	3	7	0
ENSMUSG00000001348	Acp5	3212.999	3400	3537	3083	3093	2532	3083	2828	3026	2731	2678	4213.001	4741	4117	2937.001	2889	2486	5188	4854
ENSMUSG00000001349	Cnn1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	4	0	0	0
ENSMUSG00000001366	Fbxo9	593	611	598	551.999	604	553	512	563	637	598	573	541.999	660	603	665.999	560	612	854	617
ENSMUSG00000001376	Ccdc132	446.999	393.002	414	506	419.999	335.001	388	346	452.001	387	357	438.001	507	380.001	397	357.001	391.999	535.999	607
ENSMUSG00000001380	Hars	1635	1517	1680	1617	1583	1241	1439	1320	2125	1742	1780	1909	1914	1646	1865	1784	1722	1575	1567
ENSMUSG00000001383	Zmat2	2065	1886	1982	1942	1860	1419	1728	1641	2040	1689	2218	2232	2205	1954	2057	2034	2198	2133	1848
ENSMUSG00000001403	Ube2c	35	34	41	64	49	43	60	51	600	446	367	498	471	350	778	678	467	61	28
ENSMUSG00000001415	Smg5	2499	2313	2850	2746.001	2532	2462	2714.999	2398	2757	2613	2116.998	2086.001	2642.001	2743	2796	2454	2228	2156.001	1850.999
ENSMUSG00000001416	Cct3	5482.999	5357.001	5101	4040.998	3868.001	3732	4384	4064.999	3389.002	2887.999	3039.999	2997.999	2975	2632	2607	2510.001	2669.001	4106.001	4962
ENSMUSG00000001418	Glmp	1821.999	1986	1676	1699	1660	1158	1383.999	1317.002	2722	2371.999	2128	2443	2733	2360	2499	2194	1797	1145	1059.999
ENSMUSG00000001419	Mef2d	3845.999	3019	4064.999	3672.001	3116	4068.001	4012	3559	4781.001	3912.999	2919	2780.001	3054	2825.001	4431	3314	2763	4211.999	3494
ENSMUSG00000001420	Tmem79	10	12	13	3	5	7	15	11	15	9	4	3	2	21	10	14	11	4	3
ENSMUSG00000001424	Snd1	2201.999	2275.001	2564	1653.999	1616.999	1787	1851	1690.001	3489	2972	2616.999	1966	2575	2346	2925	2737	2266.001	1979	1491
ENSMUSG00000001435	Col18a1	0	1	0	1	3	1	0	1	0	1	1	0	0	0	3	1	0	24	3
ENSMUSG00000001436	Slc19a1	215	215	275	153	174	224.001	176	169	226	193	179.001	125	131	109	200	148	129.001	262	284
ENSMUSG00000001440	Kpnb1	5485.999	5283	5906	4457	4683	4452	4938	4697	6357	6031	5170	3826	5014	4735	5970.001	5568	4899	6175.001	4762
ENSMUSG00000001441	Npepps	973	860.999	1178	857.001	1022	780	958.001	888	1087.999	1031.999	1015.001	845.999	1145.999	1096.999	1118.998	951	934.001	1203	964.001
ENSMUSG00000001444	Tbx21	3235	3141	4463	6037	6207	4173	4531	4252	4020	3779	3416	5077	6949	6494	5086	5269	4145	139	15
ENSMUSG00000001445	Mrpl10	747	627	730	703	634	598	688	567	1253	942	917	944	1010	867	1106	907	900	932	893
ENSMUSG00000001467	Cyp51	297	240	302	371	316	236	250	261	591	541	434	429	364	313	477	445	427	369	613
ENSMUSG00000001472	Tcf25	4491	4461	4595	4283	4082	3552	4238	4089	5077	4716	4125	4290	4847	4552	4878	4293	3778	4262	3831
ENSMUSG00000001473	Tubb6	20	33	24	14	25	27	25	21	6	16	14	1	3	2	2	3	7	15	3
ENSMUSG00000001482	Def8	325.999	249.999	315	215	229	192	230	210	501.001	353	263	297	339	302	411.001	345	263	409	309
ENSMUSG00000001493	Meox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000001494	Sost	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001496	Nkx2-1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001497	Pax9	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000001504	Irx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001506	Col1a1	1	1	8	3	5	5	5	5	5	3	1	0	0	2	1	5	6	53	21
ENSMUSG00000001507	Itga3	157	175	230	64	96	146.999	206	207.999	279.999	202	163	61	90	102	240	156.999	140	31	14
ENSMUSG00000001508	Sgca	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000001510	Dlx3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001517	Foxm1	120	134	181	193.999	138.001	150	174	167	566.982	561.99	248.992	404	432	364	743	516.001	359.966	99	53
ENSMUSG00000001518	Itfg2	399	336	483	296	296	357	427	377	341	381	377	255	313	234	309.001	318	289	430.999	399.999
ENSMUSG00000001520	Nrip2	0	3	3	5	0	0	1	0	1	0	0	0	4	0	0	1	0	0	1
ENSMUSG00000001521	Tulp3	53	73	52	48	41	21	41	32	44	63	50	41	48	44	76	44	23	201	143
ENSMUSG00000001524	Gtf2h4	180	207.999	203.999	175	149	179	202	166.999	258	189.999	202	190.999	190.001	212.999	196.999	186	216	256	245
ENSMUSG00000001525	Tubb5	11795	12746.999	11923	7432	7232	8743.001	9691	8572	11101	9466.999	7874.001	7193	7947.999	6917.001	10189.001	8718.999	7312	13241.001	16404
ENSMUSG00000001542	Ell2	310	305	312	381	340	208	280	268	186	214	134	194	257	212	223	184	178	47	44
ENSMUSG00000001552	Jup	46	64.999	58	145	176	49.001	71	54.001	41	30	20	260	298	221	120	86	36	93	12
ENSMUSG00000001555	Fkbp10	3	0	1	60	75	1	4	5	18	18	18	329	340	226	98	62	38	0	0
ENSMUSG00000001558	Klhl10	7	4	13	6	6	3	4	5	7	18	9	1	8	7	5	1	5	12	11
ENSMUSG00000001566	Mnx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	Nom1	852	788	970	810	791	811	847	893	901	801	780	613	699	596	847	827	907	1023	922
ENSMUSG00000001576	Ergic1	420	429	396	313	284	265	391.001	297	357.001	298.001	323.999	210	191	219	291	269	216	334	225
ENSMUSG00000001583	Tnk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001588	Acap1	7771	7498	9145	7481	7405	7321	7984	8438	8017	7040.999	6826	5752	6994	6927.001	7170	6564	6498	7868	6543
ENSMUSG00000001604	Tcea3	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000001622	Csn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001627	Ifrd1	2802.001	2309	2998	2744.999	2308	2459.001	2633.001	2697	883	773.001	841.002	662.998	760.001	707.999	875.999	843.999	839.001	961	815
ENSMUSG00000001630	Stk38l	408.463	372.926	334	345.806	342	264.642	402.942	322.28	240	259	223	220	234	206	239.893	168	217.849	332.039	351
ENSMUSG00000001632	Brpf1	1477	1425	1769	1622.999	1568.999	1371.001	1640	1469.999	1712	1630	1399	1279	1666.001	1697.001	1869.999	1554.002	1268.999	1313.001	1139
ENSMUSG00000001642	Akr1b3	4695.986	4805.257	4333.755	4205.538	3828.988	3147.428	3861.808	3408.135	4179.956	3878.328	3825.741	5111.067	5259.671	4329.643	3781.832	3716.913	3815.89	3704.822	4498.595
ENSMUSG00000001655	Hoxc13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001656	Hoxc11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001657	Hoxc8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000001661	Hoxc6	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0
ENSMUSG00000001663	Gstt1	23	18	25	26	9	13	21	19	60	48	50	30	47	18	54	47	53	9	3
ENSMUSG00000001665	Gstt3	46	29	32	24	19.296	27	25	42.001	77	82.999	73.001	46	44	28	71	82	88	2	0
ENSMUSG00000001666	Ddt	360	375	388	315	329.591	307	345	263	651	509	523	547	561	408	534	487	505	309	437.955
ENSMUSG00000001670	Tat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001672	Marveld3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000001674	Ddx18	2107.316	1918.596	2100.356	1581.014	1616.75	1383.466	1751.898	1636.49	1228.38	1083.897	1215.656	1048.488	1101.972	995.981	970.052	1044.594	1096.407	2005.028	2382.949
ENSMUSG00000001687	Ubl3	1630	1595.001	1962.999	2099.999	1944.001	1898	1862.999	1600	1979	1647.001	1629	1568	1893	1861.001	2009.999	1949	1827	1327	855
ENSMUSG00000001700	Gramd3	10750	9183	9194	7299	6605	8676	8848	8203	8634	7785	7738	6569	6132	5871	7747	6758	7188	5606	4902
ENSMUSG00000001707	Eef1e1	617	506	553	443	548	318	489	415	356	372	350	363	427	333	286	295	309	604	609
ENSMUSG00000001729	Akt1	1691.999	2038	2470.001	2146.999	2298	1829.001	2140	2009.999	5025	3756	3089.999	3014	3539	3199.001	4236.001	3714	2815.999	2027	1411.001
ENSMUSG00000001739	Cldn15	3	1	3	2	2	5	2	3	1	0	0	0	0	0	0	0	5	2	0
ENSMUSG00000001741	Il16	4765	5198	4587	4013	4444	2796	3743	3284.001	5518.001	5381	4956	4671	4918	5264	4661	4287	3730	5069	7225
ENSMUSG00000001750	Tcirg1	1626.999	1859.998	2480.001	2551.999	2691	2256.998	2775.001	2655	2080.999	1976.001	1664.001	1725	2011.001	1863	1888	1812.001	1820.001	1328	988
ENSMUSG00000001751	Naglu	93	122	156	114	115	153	106	104	170	148.001	131	126	164	128	189	147	101	332	193
ENSMUSG00000001755	Coasy	231	280.001	309	249	257	247.001	226	258	455	360	376	325	393	306	365.001	369	314	461	402
ENSMUSG00000001761	Smo	2	0	4	2	1	1	2	2	5	2	1	1	4	2	2	0	0	138	51
ENSMUSG00000001763	Tspan33	64	76	48	32	35	50	56	35	1	1	4	1	4	0	2	0	4	42	24
ENSMUSG00000001767	Crnkl1	1354	1343	1396	1590	1379	1004	1258	1111	1448	1380	1513	1831	1768	1602	1536	1379	1516	1194	1425
ENSMUSG00000001768	Rin2	6	10	6	11	11	5	4	10	0	0	0	0	0	3	0	1	1	15	6
ENSMUSG00000001773	Folh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001774	Chordc1	2250	2479	2634	2216	2390	1910	2403	2266	1462	1397	1531	1535	1575	1466	1343	1301	1684	1799	1713
ENSMUSG00000001783	Rtcb	3677	3936	3641	2773	2846	2633	2968	2746	3886	3517	3354	3559	3951	3634	3378	3265	3061	3717	4524
ENSMUSG00000001785	Pwp1	710	667	681	614.001	563	511	534	541	627	508	527	637	617	585	612	494	489	798	956
ENSMUSG00000001786	Fbxo7	910	886.001	884	759	846.999	730.001	820.999	696	737	600.001	645.999	658	626.999	585	593	641	615.001	721	764
ENSMUSG00000001794	Capns1	3332.999	3343	3138	3755	3805	2551	3021.001	2716	5234	4218.999	4439.999	5477	6069	5203	4970.999	4693	4222	2461.999	2090
ENSMUSG00000001802	Lrp3	0	1	2	2	0	5	3	2	10	4	2	6	2	1	0	5	1	7	1
ENSMUSG00000001804	Dsg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	Evx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819	Hoxd13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	Folr1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001829	Clpb	317	315	362.001	239	255.999	274	284.999	239.999	349.001	302.999	266	151	183.999	192	307	243.001	248	339	266
ENSMUSG00000001833	Sept7	3232	2803	3156	3371	3311	2195	2742	2563	3621	3394	3006	4170	4062	3572	3553	3337	3337	4125	5357
ENSMUSG00000001844	Zdhhc4	559	572.999	564	574.001	552	466.999	540	505.999	834	691.001	645	661.002	678	582.999	649.998	585	548.999	628	704.001
ENSMUSG00000001847	Rac1	4306.999	4090.001	4054	4041	3840	3295.001	3743.999	3319	6386	5205.999	5410	4792	5696	5213	5946	5170.001	5150	4059.001	2666.001
ENSMUSG00000001855	Nup214	1357.002	1345.001	1512.001	1099.001	1090.999	1102.999	1130.999	1012	1659.001	1480	854.999	997.001	1180.999	1204.999	1565.999	1128.999	956	994.001	1082.001
ENSMUSG00000001864	Aif1l	5	4	6	0	2	6	1	7	4	1	0	1	2	0	0	1	0	1	3
ENSMUSG00000001865	Cpa3	1	0	7	0	3	4	2	1	10	1	16	1	0	3	0	2	0	23	3
ENSMUSG00000001870	Ltbp1	15	16	3	6	3	11	1	3	3	3	0	1	0	0	1	1	0	2	1
ENSMUSG00000001891	Ugp2	703	688	664	840	781.001	519	632.999	526	696.001	688	565	787.999	751.999	666.999	754	553.999	592	633	550.999
ENSMUSG00000001901	Kcnh6	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0
ENSMUSG00000001909	Trmt1	988.001	1237	1459	814.001	805.999	1091.001	1192.001	1176	975.999	945.998	836.999	586.999	697	639.999	882.999	699.001	607.999	1514.001	1569.002
ENSMUSG00000001910	Nacc1	1197.911	1405.736	1558	1202.789	1152	1179	1195	1181	2182	1788	1382	1234	1539	1489.481	2080	1511	1298	1226	834
ENSMUSG00000001911	Nfix	19	29	36	28	11	23	19	27	16	28	12	3	21	19	33	29	24	141	93
ENSMUSG00000001918	Slc1a5	5805.001	5589.999	6725	5723	5506	6113.001	6741	6300	6160	5482.001	5069.001	3842	4901	4944	5665	5360.002	4944	4091.999	2562.999
ENSMUSG00000001924	Uba1	6695.001	7050	8123	6336	6616.001	5372	6027.999	5774	12302.999	10770.999	8766	7533.001	9216	8555.999	11105	9833.999	8054.999	4666	5157.001
ENSMUSG00000001930	Vwf	91	147	85	106	51.999	51	107	38	12	6	8	12	16	6	14	6	11	31	19
ENSMUSG00000001942	Siae	298	254	263	242	222	199	211	203	254	298	220	303	314	307	291	278	288	339	365
ENSMUSG00000001943	Vsig2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001946	Esam	19	14	17	15	12	24	15	12	0	2	0	3	1	0	1	3	4	11	2
ENSMUSG00000001948	Spa17	7	1	2	5	5	4	1	1	0	1	5	5	5	5	2	5	2	4	4
ENSMUSG00000001962	Fam50a	1077	932	1035	1045	1170	942	955	814	868	741	844	815	892	830	740	791	777	973	1025
ENSMUSG00000001964	Emd	809.485	771.214	723.592	757.35	683.831	604.567	672.867	703.682	976.269	845.813	829.71	1005.654	963.601	859.077	1031.058	872.629	702.097	703.235	807.69
ENSMUSG00000001983	Taco1	178	223	211	191	176	153	191	187	217	169	204	242	178	182	211	187	185	207	220
ENSMUSG00000001985	Grik3	2	0	0	1	5	0	1	1	2	3	3	2	8	2	3	2	1	5	1
ENSMUSG00000001986	Gria3	4	0	6	6	4	3	1	11	1	3	8	1	4	7	0	1	4	365	307
ENSMUSG00000001988	Npas1	0	0	0	1	2	8	0	0	0	1	0	1	0	1	0	0	0	1	1
ENSMUSG00000001995	Sipa1l2	91	78	85	39	69	95	73	69	59	52	37	33	34	19	42	42	46	319	265
ENSMUSG00000001998	Ap4e1	761.001	671	782.999	784	761.001	676	763.999	716.001	791	759	695	661.001	700.999	810	724.001	678	749.001	788.999	818
ENSMUSG00000001999	Blvra	585	530	507.001	545	497	479.999	447	458	747	526	653	717	686.001	557	594	661.001	641	394	422
ENSMUSG00000002006	Pdzd4	9	5	11	5	6	24	9	8	7	9	12	0	8	3	2	8	5	100	36
ENSMUSG00000002007	Srpk3	0	1	0	0	6	0	5	7	0	0	0	0	0	0	0	0	0	27	15
ENSMUSG00000002010	Idh3g	2267.999	2111	1851	1937	1890.002	1421	1739.001	1540	2219	1976.999	1896	2307.999	2185.999	1990	1871	1704	1568.999	1836.999	2400.999
ENSMUSG00000002012	Pnck	4	2	8	3	8	9	7	2	4	5	8	1	6	1	6	2	6	26	19
ENSMUSG00000002014	Ssr4	1473	1437	1282	1148.999	1080	948.001	1132.999	1040.001	1256.999	1143.001	1230.001	1294	1306.999	1153.001	1187.001	1073	1019	1291.999	1555.001
ENSMUSG00000002015	Bcap31	2951	2746	2778	3471	3343	2004	2547	2240	2992	2647	2899	3884	4122	3253	2810	2948	2985	2465	2519
ENSMUSG00000002017	Fam98a	788.999	720	743.001	589	736	570	729.001	536	748	676	575	684	635	596	625.999	612	609.999	671.999	712
ENSMUSG00000002020	Ltbp2	2	17	7	8	0	4	1	5	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000002028	Kmt2a	8596	7441.001	9199	6357	6555.001	7175	8057	6926	6502	7434.001	5265	4682	5570	5952	7036	5687	5304	7586.001	6657.999
ENSMUSG00000002031	Ift46	445	360.001	327.999	367.002	409.999	277.999	320	322.999	571.998	465.999	450	652	568.999	500.001	489.001	458	415	676	676
ENSMUSG00000002032	Tmem25	6	5	8	3	0	3	7	2	6	1	7	11	2	4	6	8	2	1	0
ENSMUSG00000002033	Cd3g	14589	12010.001	12554	12445	12090	8802	11266	9911	13094.001	11879	14038	13280.001	13016	11225	11595	11656	11067	13005	13750.999
ENSMUSG00000002043	Trappc6a	126	217.001	267	251.999	251	208	242	220	514	323.001	411.001	320.001	349	265.999	463	428	454.001	489	392.001
ENSMUSG00000002052	Supt6	2946	2923	3316	2489	2686	2556	2757	2473	3393	2886	2391	2219	2635	2713	3132	2615	2485	2291	2672
ENSMUSG00000002055	Spag5	58.001	88	74.999	111.999	97	69	64.999	80	780	654.001	412.001	633.999	630.999	442	753	650.001	473	48	11
ENSMUSG00000002057	Foxn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002058	Unc119	607	583	567	719.001	740.001	522	578.002	537.001	740.001	756.001	681.999	682.001	921.001	787	731.999	763.001	722	182	106
ENSMUSG00000002059	Rab34	5	5	7	6	3	3	2	12	0	1	1	0	1	2	0	5	0	9	2
ENSMUSG00000002064	Sdf2	1441	1483	1508.001	1526	1514	1124	1373.001	1260.001	1554	1459	1728	1957	2098	1959	1475	1532	1619	1210	1015.999
ENSMUSG00000002068	Ccne1	297	321	297	300	266.999	240	304	286	696	552	385	474	485	448	664	543	455	294	267
ENSMUSG00000002076	Hsf2bp	0	0	2	0	1	0	0	4	0	1	0	5	1	1	3	0	0	5	7
ENSMUSG00000002083	Bbc3	117	192	490	514.001	540	452	466	502	244	186	192.001	152	173	109	237	347	230	532	208
ENSMUSG00000002100	Mybpc3	1	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002102	Psmc3	3236	3020.001	3225	3229.001	3409	2493.999	2917	2781	3709.999	3131.999	3496	3542	3717	3074	3369.001	3356	3454.999	2986.999	3005
ENSMUSG00000002103	Acp2	345	302.001	253	343	250	251	201	204	306	264	229	373	337	340	333	277	211.001	249	234
ENSMUSG00000002104	Rapsn	14	7	0	1	0	14	5	0	4	7	3	0	5	4	3	0	1	6	2
ENSMUSG00000002105	Slc39a13	135.999	171	176	277	236	145.999	169.999	177.001	125	82.999	107	178	266	183	143.999	110	93.999	169	136
ENSMUSG00000002107	Celf2	5735.999	5372.002	5643	4515	4298	4389.001	4811	4514.001	5829	5196.999	4545	3780	4166.999	3820.001	5088.999	4264	4175.999	5052.999	6070
ENSMUSG00000002108	Nr1h3	128	177.999	104	93	46	127	101	71	16	9	11	19	23	12	12	19	19	77	44
ENSMUSG00000002109	Ddb2	1603.999	1600	1513.999	601.999	546.001	1211	1534	1471	1293	1101.999	1163	361	410	346	767	788	826.001	1491	1599.999
ENSMUSG00000002111	Spi1	96	147	134	126	97	115	112	102	5	3	9	3	0	6	12	13	4	67	17
ENSMUSG00000002129	Sf3a1	1443.999	1535.999	1753	1176.999	1275	1314.001	1410	1365	2246	1805.999	1516.999	1245	1648.001	1439	2237.001	1833	1358	1429.001	1110.999
ENSMUSG00000002147	Stat6	4149.999	3985.999	4451	4088.999	4339	3143	3907.999	3599.001	4178	3805	3222	3551	4278.001	4512	4094	3442	3218.001	3682	3367
ENSMUSG00000002190	Clgn	0	0	0	3	2	0	4	2	3	1	1	0	0	0	5	1	3	2	0
ENSMUSG00000002204	Napsa	106	114	123	95	129	90	101	78	72	40	49	22	32	19	44	39	35	79	44
ENSMUSG00000002205	Vrk3	1545	1541	1504.002	1428.999	1617.999	1132	1231	1212.001	2045	1748.001	1726	2173	2298	2092	1928.999	1727	1586	1289	1397.999
ENSMUSG00000002210	Smg9	625.999	706	957.001	787	685	804	882	836	1080.999	921	827	683	805.001	773	1068.999	934	883	1077.999	939
ENSMUSG00000002221	Paxip1	743	702	866.001	707.001	692.999	711	730	664	1049.001	915.001	617	649.001	709	753.999	1101.001	801	643	694	658
ENSMUSG00000002222	Rmnd5a	2156	2039.001	2135	2675.999	2161	1796	1998	1831	2783.001	2526.001	2104	2880.999	3006	2960	2971	2487.001	2419	3394	3109
ENSMUSG00000002227	Mov10	751	729	921.999	551.001	502	627	739.001	694	1078.997	998	918	511	599	691.001	788	775.998	762.998	1145	740.001
ENSMUSG00000002228	Ppm1j	911	964	1226	991	1060	1051	1109	1128	1135	999	1047	977	1346	1160	1126	1032	1052	166	59
ENSMUSG00000002233	Rhoc	358	368.001	292	354	254	250	275	218.001	503	404.999	448	488.001	497.001	399	385	378.999	422	35	5
ENSMUSG00000002240	Prr27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249	Tead3	8	0	12	30	23	10	7	8	39	36	25.001	52	37	39	68	69	26	0	0
ENSMUSG00000002250	Ppard	247	249.999	399	361	363.999	343	297	313	361	317	260	215	243	230.001	385.001	262	286	319.001	229
ENSMUSG00000002257	Def6	1613	1895	3325	3137	3265	2994	3156	2901	4769	3899	3741	3207	3541	3137	5427	4901	4368	2872	2001
ENSMUSG00000002265	Peg3	8	6	20	17	14	20	8	26	26	22	12	10	10	13	15	21	15	55	10
ENSMUSG00000002266	Zim1	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000002274	Metrn	90	152	141	190	197	220	169	125	289	198	223	194	208	162	292	303	246	327	223
ENSMUSG00000002279	Lmf1	230.999	220.001	248	298	259	182	213	191	265.999	250	225	281	328.001	412	295	231	186.001	225.001	197.001
